PMID,Title,Authors,Journal,Year,Month,Day
34487697,Validity evaluation of indirect adjustment method for multiple unmeasured confounders: A simulation and empirical study.,"Byun G,Kim H,Kim SY,Kim SS,Oh H,Lee JT",Environmental research,2022,3,
34486009,Cell-specific activation of gemcitabine by endogenous H<sub>2</sub>S stimulation and tracking through simultaneous fluorescence turn-on.,"Maiti M,Yoon SA,Cha Y,Athul KK,Bhuniya S,Lee MH","Chemical communications (Cambridge, England)",2021,9,21
34484682,Women in toxicology in the United States.,Luma M,Toxicology research,2021,8,
34484113,Estimates of Type 2 Diabetes Mellitus Burden Attributable to Particulate Matter Pollution and Its 30-Year Change Patterns: A Systematic Analysis of Data From the Global Burden of Disease Study 2019.,"Wu Y,Fu R,Lei C,Deng Y,Lou W,Wang L,Zheng Y,Deng X,Yang S,Wang M,Zhai Z,Zhu Y,Xiang D,Hu J,Dai Z,Gao J",Frontiers in endocrinology,2021,,
34482139,Polystyrene nanoplastics exacerbated the ecotoxicological and potential carcinogenic effects of tetracycline in juvenile grass carp (Ctenopharyngodon idella).,"Liu S,Yan L,Zhang Y,Junaid M,Wang J",The Science of the total environment,2022,1,10
34481456,Patterns of multimorbidity and risk of severe SARS-CoV-2 infection: an observational study in the U.K.,"Chudasama YV,Zaccardi F,Gillies CL,Razieh C,Yates T,Kloecker DE,Rowlands AV,Davies MJ,Islam N,Seidu S,Forouhi NG,Khunti K",BMC infectious diseases,2021,9,4
34481169,"Human health risks and benefits assessment based on OCPs, PCBs, toxic elements and fatty acids in the pelagic fish species from the Adriatic Sea.","Milićević T,Romanić SH,Popović A,Mustać B,Đinović-Stojanović J,Jovanović G,Relić D",Chemosphere,2022,1,
34480391,Risk of bladder cancer and lymphoma in dogs is associated with pollution indices by county of residence.,"Smith N,Luethcke KR,Craun K,Trepanier L",Veterinary and comparative oncology,2022,3,
34478962,Expression profiles of long noncoding RNAs in human corneal epithelial cells exposed to fine particulate matter.,"Song F,Chen Z,Lyu D,Gu Y,Lu B,Hao S,Xu Y,Jin X,Fu Q,Yao K",Chemosphere,2022,1,
34478961,"Coupling of redundancy analysis with geochemistry and mineralogy to assess the behavior of dust arsenic as a base of risk estimation in Dhaka, Bangladesh.","Rahman MS,Saha N,Kumar S,Khan MDH,Islam ARMT,Khan MNI",Chemosphere,2022,1,
34478724,The association between air pollutants and hippocampal volume from magnetic resonance imaging: A systematic review and meta-analysis.,"Balboni E,Filippini T,Crous-Bou M,Guxens M,Erickson LD,Vinceti M",Environmental research,2022,3,
34477807,"Twenty Years After 9/11, Responders Are Still Healing.",Abbasi J,JAMA,2021,9,21
34477499,Determination of pharmaceuticals and heavy metals in groundwater for human and animal consumption and crop irrigation in Galicia.,"Veiga-Gómez M,Nebot C,Falqué E,Pérez B,Franco CM,Cepeda A","Food additives & contaminants. Part A, Chemistry, analysis, control, exposure & risk assessment",2021,12,
34476429,Dandelion root extract affects ESCC progression <i>via</i> regulating multiple signal pathways.,"Duan X,Pan L,Deng Y,Liu Y,Han X,Fu H,Li Y,Li M,Wang T",Food & function,2021,10,4
34471332,Legume dreams: The contested futures of sustainable plant-based food systems in Europe.,"Cusworth G,Garnett T,Lorimer J",Global environmental change : human and policy dimensions,2021,7,
34470785,Long term exposure to low level air pollution and mortality in eight European cohorts within the ELAPSE project: pooled analysis.,"Strak M,Weinmayr G,Rodopoulou S,Chen J,de Hoogh K,Andersen ZJ,Atkinson R,Bauwelinck M,Bekkevold T,Bellander T,Boutron-Ruault MC,Brandt J,Cesaroni G,Concin H,Fecht D,Forastiere F,Gulliver J,Hertel O,Hoffmann B,Hvidtfeldt UA,Janssen NAH,Jöckel KH,Jørgensen JT,Ketzel M,Klompmaker JO,Lager A,Leander K,Liu S,Ljungman P,Magnusson PKE,Mehta AJ,Nagel G,Oftedal B,Pershagen G,Peters A,Raaschou-Nielsen O,Renzi M,Rizzuto D,van der Schouw YT,Schramm S,Severi G,Sigsgaard T,Sørensen M,Stafoggia M,Tjønneland A,Verschuren WMM,Vienneau D,Wolf K,Katsouyanni K,Brunekreef B,Hoek G,Samoli E",BMJ (Clinical research ed.),2021,9,1
34467927,Prediction of adverse effects of effluents containing phenolic compounds in the Ba River on the ovary of fish (Hemiculter leucisculus) using transcriptomic and metabolomic analyses.,"Guo J,Mo J,Qi Q,Peng J,Qi G,Kanerva M,Iwata H,Li Q",The Science of the total environment,2021,12,20
34467868,A hybrid computational intelligence approach for bioremediation of amoxicillin based on fungus activities from soil resources and aflatoxin B1 controls.,"Mohammadi M,Gheibi M,Fathollahi-Fard AM,Eftekhari M,Kian Z,Tian G",Journal of environmental management,2021,12,1
34467460,Transportation noise and risk for colorectal cancer: a nationwide study covering Denmark.,"Sørensen M,Poulsen AH,Thacher J,Hvidtfeldt UA,Ketzel M,Geels C,Jensen SS,Valencia VH,Raaschou-Nielsen O",Cancer causes & control : CCC,2021,12,
34464619,Transmission in home environment associated with the second wave of COVID-19 pandemic in India.,"Tang L,Liu M,Ren B,Chen J,Liu X,Wu X,Huang W,Tian J",Environmental research,2022,3,
34463851,WNT Signalling in Lung Physiology and Pathology.,"Hu Y,Ciminieri C,Hu Q,Lehmann M,Königshoff M,Gosens R",Handbook of experimental pharmacology,2021,,
34461732,Accurate Fluorescence Diagnosis of Cancer Based on Sequential Detection of Hydrogen Sulfide and pH.,"She ZP,Wang WX,Jiang WL,Wang ZQ,Mao GJ,Fei J,Li Y,Li CY",Analytical chemistry,2021,8,31
34461417,"Performance of biochar-supported nanoscale zero-valent iron for cadmium and arsenic co-contaminated soil remediation: Insights on availability, bioaccumulation and health risk.","Yang D,Yang S,Wang L,Xu J,Liu X","Environmental pollution (Barking, Essex : 1987)",2021,12,1
34461330,Diffusive uptake rates for passive air sampling: Application to volatile organic compound exposure during FIREX-AQ campaign.,"Miller DD,Bajracharya A,Dickinson GN,Durbin TA,McGarry JKP,Moser EP,Nuñez LA,Pukkila EJ,Scott PS,Sutton PJ,Johnston NAC",Chemosphere,2022,1,
34460917,EVALUATION OF IMMUNE FUNCTION IN TWO POPULATIONS OF GREEN SEA TURTLES (CHELONIA MYDAS) IN A DEGRADED VERSUS A NONDEGRADED HABITAT.,"Sposato P,Keating P,Lutz PL,Milton SL",Journal of wildlife diseases,2021,10,1
34460821,Tobacco control policies and smoking cessation treatment utilization: A moderated mediation analysis.,"Thrul J,Riehm KE,Cohen JE,Alexander GC,Vernick JS,Mojtabai R",PloS one,2021,,
34459996,"Health risk assessment of trace metals in selected food crops at Abuakwa South Municipal, Ghana.","Baah DS,Gikunoo E,Foli G,Arthur EK,Entsie P",Environmental monitoring and assessment,2021,8,30
34457174,Development of an Informatics Algorithm to Link Seasonal Infectious Diseases to Birth-Dependent Diseases Across Species: A Case Study with Osteosarcoma.,"Tadlock S,Phillips CA,Casal ML,Kraus MS,Gelzer AR,Boland MR",AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2021,,
34456922,Clinical Efficacy and Safety of Eculizumab for Treating Myasthenia Gravis.,"Xiao H,Wu K,Liang X,Li R,Lai KP",Frontiers in immunology,2021,,
